title,href,full_url
Komplikasi apa yang bisa terjadi pada ibu hamil dengan ISK?,/komunitas/topic/komplikasi-apa-yang-bisa-terjadi-pada-ibu-hamil-dengan-isk-,https://www.alodokter.com/komunitas/topic/komplikasi-apa-yang-bisa-terjadi-pada-ibu-hamil-dengan-isk-
Apa yang menyebabkan tenggorokan terasa kering saat bangun tidur pada ibu hamil?,/komunitas/topic/apa-yang-menyebabkan-tenggorokan-terasa-kering-saat-bangun-tidur-pada,https://www.alodokter.com/komunitas/topic/apa-yang-menyebabkan-tenggorokan-terasa-kering-saat-bangun-tidur-pada
Apakah wajar merasa cemas berlebihan jelang persalinan?,/komunitas/topic/apakah-wajar-merasa-cemas-berlebihan-jelang-persalinan-,https://www.alodokter.com/komunitas/topic/apakah-wajar-merasa-cemas-berlebihan-jelang-persalinan-
Bagaimana cara aman atasi tenggorokan sakit pada ibu hamil?,/komunitas/topic/bagaimana-cara-aman-atasi-tenggorokan-sakit-pada-ibu-hamil-,https://www.alodokter.com/komunitas/topic/bagaimana-cara-aman-atasi-tenggorokan-sakit-pada-ibu-hamil-
Rekomendasi pola makan sehat untuk hipertensi gestasional,/komunitas/topic/rekomendasi-pola-makan-sehat-untuk-hipertensi-gestasional,https://www.alodokter.com/komunitas/topic/rekomendasi-pola-makan-sehat-untuk-hipertensi-gestasional
Kenapa obesitas saat hamil kembar berbahaya untuk janin?,/komunitas/topic/kenapa-obesitas-saat-hamil-kembar-berbahaya-untuk-janin-,https://www.alodokter.com/komunitas/topic/kenapa-obesitas-saat-hamil-kembar-berbahaya-untuk-janin-
Kenapa ibu hamil mudah ngompol saat batuk atau bersin?,/komunitas/topic/kenapa-ibu-hamil-mudah-ngompol-saat-batuk-atau-bersin-,https://www.alodokter.com/komunitas/topic/kenapa-ibu-hamil-mudah-ngompol-saat-batuk-atau-bersin-
Apa manfaat USG mata untuk bumil dengan riwayat preeklampsia?,/komunitas/topic/apa-manfaat-usg-mata-untuk-bumil-dengan-riwayat-preeklampsia-,https://www.alodokter.com/komunitas/topic/apa-manfaat-usg-mata-untuk-bumil-dengan-riwayat-preeklampsia-
Apa kenaikan berat badan cepat saat hamil kembar normal?,/komunitas/topic/apa-kenaikan-berat-badan-cepat-saat-hamil-kembar-normal-,https://www.alodokter.com/komunitas/topic/apa-kenaikan-berat-badan-cepat-saat-hamil-kembar-normal-
Berapa kali ibu hamil harus cek gula darah?,/komunitas/topic/-berapa-kali-ibu-hamil-harus-cek-gula-darah--,https://www.alodokter.com/komunitas/topic/-berapa-kali-ibu-hamil-harus-cek-gula-darah--
Apa itu tes TTGO pada ibu hamil?,/komunitas/topic/-apa-itu-tes-ttgo-pada-ibu-hamil--,https://www.alodokter.com/komunitas/topic/-apa-itu-tes-ttgo-pada-ibu-hamil--
Apakah gula darah 80 mg/dl sebabkan pusing saat hamil?,/komunitas/topic/apakah-gula-darah-80-mg-dl-sebabkan-pusing-saat-hamil-,https://www.alodokter.com/komunitas/topic/apakah-gula-darah-80-mg-dl-sebabkan-pusing-saat-hamil-
"Tekanan darah naik di trimester 3 kehamilan,  apakah ini termasuk hipertensi gestasional?",/komunitas/topic/tekanan-darah-naik-di-trimester-3-kehamilan---apakah-ini-termasuk,https://www.alodokter.com/komunitas/topic/tekanan-darah-naik-di-trimester-3-kehamilan---apakah-ini-termasuk
Mengapa ibu hamil mudah cemas saat kontrol kehamilan?,/komunitas/topic/mengapa-ibu-hamil-mudah-cemas-saat-kontrol-kehamilan-,https://www.alodokter.com/komunitas/topic/mengapa-ibu-hamil-mudah-cemas-saat-kontrol-kehamilan-
Benarkah stres ibu hamil pengaruhi perilaku bayi?,/komunitas/topic/benarkah-stres-ibu-hamil-pengaruhi-perilaku-bayi-,https://www.alodokter.com/komunitas/topic/benarkah-stres-ibu-hamil-pengaruhi-perilaku-bayi-
Benarkah garis hitam di perut tanda anak laki-laki?,/komunitas/topic/-benarkah-garis-hitam-di-perut-tanda-anak-laki-laki--,https://www.alodokter.com/komunitas/topic/-benarkah-garis-hitam-di-perut-tanda-anak-laki-laki--
Faktor apa yang memengaruhi perbedaan gejala hamil muda?,/komunitas/topic/faktor-apa-yang-memengaruhi-perbedaan-gejala-hamil-muda-,https://www.alodokter.com/komunitas/topic/faktor-apa-yang-memengaruhi-perbedaan-gejala-hamil-muda-
Kapan garis hitam di perut akan memudar setelah melahirkan?,/komunitas/topic/kapan-garis-hitam-di-perut-akan-memudar-setelah-melahirkan-,https://www.alodokter.com/komunitas/topic/kapan-garis-hitam-di-perut-akan-memudar-setelah-melahirkan-
Kenapa muncul garis hitam di perut saat hamil?,/komunitas/topic/kenapa-muncul-garis-hitam-di-perut-saat-hamil--,https://www.alodokter.com/komunitas/topic/kenapa-muncul-garis-hitam-di-perut-saat-hamil--
Apakah kulit leher menggelap saat hamil itu normal?,/komunitas/topic/apakah-kulit-leher-menggelap-saat-hamil-itu-normal--,https://www.alodokter.com/komunitas/topic/apakah-kulit-leher-menggelap-saat-hamil-itu-normal--
Apakah yoga kehamilan grup bisa kurangi stres?,/komunitas/topic/apakah-yoga-kehamilan-grup-bisa-kurangi-stres-,https://www.alodokter.com/komunitas/topic/apakah-yoga-kehamilan-grup-bisa-kurangi-stres-
Makanan apa yang dapat pendukung penyerapan suplemen kalsium pada ibu hamil?,/komunitas/topic/makanan-apa-yang-dapat-pendukung-penyerapan-suplemen-kalsium-pada-ibu,https://www.alodokter.com/komunitas/topic/makanan-apa-yang-dapat-pendukung-penyerapan-suplemen-kalsium-pada-ibu
Apakah keluar cairan dari payudara saat hamil wajar?,/komunitas/topic/apakah-keluar-cairan-dari-payudara-saat-hamil-wajar-,https://www.alodokter.com/komunitas/topic/apakah-keluar-cairan-dari-payudara-saat-hamil-wajar-
Apakah perlu melakukan tes lanjutan jika  hasil NIPT dan fetomaternal tidak sama?,/komunitas/topic/apakah-perlu-melakukan-tes-lanjutan-jika--hasil-nipt-dan-fetomaternal,https://www.alodokter.com/komunitas/topic/apakah-perlu-melakukan-tes-lanjutan-jika--hasil-nipt-dan-fetomaternal
Vaksin apa saja yang disarankan untuk ibu hamil?,/komunitas/topic/vaksin-apa-saja-yang-disarankan-untuk-ibu-hamil-,https://www.alodokter.com/komunitas/topic/vaksin-apa-saja-yang-disarankan-untuk-ibu-hamil-
Risiko apa saja yang bisa dideteksi tes NIPT?,/komunitas/topic/risiko-apa-saja-yang-bisa-dideteksi-tes-nipt-,https://www.alodokter.com/komunitas/topic/risiko-apa-saja-yang-bisa-dideteksi-tes-nipt-
Apa saja risiko komplikasi kehamilan pada ibu hamil dengan obesitas?,/komunitas/topic/apa-saja-risiko-komplikasi-kehamilan-pada-ibu-hamil-dengan-obesitas-,https://www.alodokter.com/komunitas/topic/apa-saja-risiko-komplikasi-kehamilan-pada-ibu-hamil-dengan-obesitas-
Apa saja tips babymoon untuk kehamilan kembar?,/komunitas/topic/apa-saja-tips-babymoon-untuk-kehamilan-kembar-,https://www.alodokter.com/komunitas/topic/apa-saja-tips-babymoon-untuk-kehamilan-kembar-
Mengapa ibu hamil sering merasa gerah dan sulit tidur malam hari?,/komunitas/topic/mengapa-ibu-hamil-sering-merasa-gerah-dan-sulit-tidur-malam,https://www.alodokter.com/komunitas/topic/mengapa-ibu-hamil-sering-merasa-gerah-dan-sulit-tidur-malam
Apa penyebab perut bawah terasa kencang dan nyeri di malam hari saat hamil 19 minggu?,/komunitas/topic/apa-penyebab-perut-bawah-terasa-kencang-dan-nyeri-di-malam,https://www.alodokter.com/komunitas/topic/apa-penyebab-perut-bawah-terasa-kencang-dan-nyeri-di-malam
Apa saja risiko komplikasi kehamilan pada ibu hamil dengan obesitas?,/komunitas/topic/apa-saja-risiko-komplikasi-kehamilan-pada-ibu-hamil-dengan-obesitas-,https://www.alodokter.com/komunitas/topic/apa-saja-risiko-komplikasi-kehamilan-pada-ibu-hamil-dengan-obesitas-
Apa saja tips babymoon untuk kehamilan kembar?,/komunitas/topic/apa-saja-tips-babymoon-untuk-kehamilan-kembar-,https://www.alodokter.com/komunitas/topic/apa-saja-tips-babymoon-untuk-kehamilan-kembar-
Mengapa ibu hamil sering merasa gerah dan sulit tidur malam hari?,/komunitas/topic/mengapa-ibu-hamil-sering-merasa-gerah-dan-sulit-tidur-malam,https://www.alodokter.com/komunitas/topic/mengapa-ibu-hamil-sering-merasa-gerah-dan-sulit-tidur-malam
Apa penyebab perut bawah terasa kencang dan nyeri di malam hari saat hamil 19 minggu?,/komunitas/topic/apa-penyebab-perut-bawah-terasa-kencang-dan-nyeri-di-malam,https://www.alodokter.com/komunitas/topic/apa-penyebab-perut-bawah-terasa-kencang-dan-nyeri-di-malam
Kenapa gejala hamil bisa berubah tiap kehamilan?,/komunitas/topic/kenapa-gejala-hamil-bisa-berubah-tiap-kehamilan-,https://www.alodokter.com/komunitas/topic/kenapa-gejala-hamil-bisa-berubah-tiap-kehamilan-
Bisakah PMS menular ke janin saat hamil?,/komunitas/topic/bisakah-pms-menular-ke-janin-saat-hamil-,https://www.alodokter.com/komunitas/topic/bisakah-pms-menular-ke-janin-saat-hamil-
Apakah hamil tanpa mual tanda hormon rendah?,/komunitas/topic/apakah-hamil-tanpa-mual-tanda-hormon-rendah-,https://www.alodokter.com/komunitas/topic/apakah-hamil-tanpa-mual-tanda-hormon-rendah-
Apakah nyeri perut bawah pada ibu hamil saat tidur telentang berbahaya?,/komunitas/topic/apakah-nyeri-perut-bawah-pada-ibu-hamil-saat-tidur-telentang,https://www.alodokter.com/komunitas/topic/apakah-nyeri-perut-bawah-pada-ibu-hamil-saat-tidur-telentang
Kenapa polihidramnion lebih berisiko terjadi pada kehamilan kembar?,/komunitas/topic/kenapa-polihidramnion-lebih-berisiko-terjadi-pada-kehamilan-kembar--,https://www.alodokter.com/komunitas/topic/kenapa-polihidramnion-lebih-berisiko-terjadi-pada-kehamilan-kembar--
Bagaimana mengurangi kecemasan di awal kehamilan?,/komunitas/topic/bagaimana-mengurangi-kecemasan-di-awal-kehamilan-,https://www.alodokter.com/komunitas/topic/bagaimana-mengurangi-kecemasan-di-awal-kehamilan-
Apa saja syarat ibu hamil dengan hipertensi untuk persalinan normal ?,/komunitas/topic/-apa-saja-syarat-ibu-hamil-dengan-hipertensi-untuk-persalinan-normal,https://www.alodokter.com/komunitas/topic/-apa-saja-syarat-ibu-hamil-dengan-hipertensi-untuk-persalinan-normal
Apa yang menyebabkan stamina turun pada ibu hamil?,/komunitas/topic/apa-yang-menyebabkan-stamina-turun-pada-ibu-hamil-,https://www.alodokter.com/komunitas/topic/apa-yang-menyebabkan-stamina-turun-pada-ibu-hamil-
Apa itu tes NIPT dalam kehamilan?,/komunitas/topic/apa-itu-tes-nipt-dalam-kehamilan-,https://www.alodokter.com/komunitas/topic/apa-itu-tes-nipt-dalam-kehamilan-
Apakah berat janin 300 gram di 20 minggu normal?,/komunitas/topic/apakah-berat-janin-300-gram-di-20-minggu-normal-,https://www.alodokter.com/komunitas/topic/apakah-berat-janin-300-gram-di-20-minggu-normal-
Apakah rasa lelah saat hamil perlu dikhawatirkan?,/komunitas/topic/apakah-rasa-lelah-saat-hamil-perlu-dikhawatirkan-,https://www.alodokter.com/komunitas/topic/apakah-rasa-lelah-saat-hamil-perlu-dikhawatirkan-
Kenapa ibu hamil sering nyeri perut bawah saat tidur telentang?,/komunitas/topic/kenapa-ibu-hamil-sering-nyeri-perut-bawah-saat-tidur-telentang-,https://www.alodokter.com/komunitas/topic/kenapa-ibu-hamil-sering-nyeri-perut-bawah-saat-tidur-telentang-
Apa penyebab aerola membesar dan menghitam saat hamil?,/komunitas/topic/apa-penyebab-aerola-membesar-dan-menghitam-saat-hamil-,https://www.alodokter.com/komunitas/topic/apa-penyebab-aerola-membesar-dan-menghitam-saat-hamil-
Apakah ibu hamil dengan hipertensi bisa melahirkan normal?,/komunitas/topic/apakah-ibu-hamil-dengan-hipertensi-bisa-melahirkan-normal--,https://www.alodokter.com/komunitas/topic/apakah-ibu-hamil-dengan-hipertensi-bisa-melahirkan-normal--
Bagaimana cara aman mengatasi diare saat hamil muda?,/komunitas/topic/bagaimana-cara-aman-mengatasi-diare-saat-hamil-muda-,https://www.alodokter.com/komunitas/topic/bagaimana-cara-aman-mengatasi-diare-saat-hamil-muda-
Apakah posisi tidur bisa sebabkan nyeri perut bawah hamil?,/komunitas/topic/-apakah-posisi-tidur-bisa-sebabkan-nyeri-perut-bawah-hamil-,https://www.alodokter.com/komunitas/topic/-apakah-posisi-tidur-bisa-sebabkan-nyeri-perut-bawah-hamil-
Apakah wajar hamil 15 minggu perut belum besar?,/komunitas/topic/apakah-wajar-hamil-15-minggu-perut-belum-besar-,https://www.alodokter.com/komunitas/topic/apakah-wajar-hamil-15-minggu-perut-belum-besar-
Apakah aman bila berhubungan seksual saat hamil 4 minggu?,/komunitas/topic/apakah-aman-bila-berhubungan-seksual-saat-hamil-4-minggu-,https://www.alodokter.com/komunitas/topic/apakah-aman-bila-berhubungan-seksual-saat-hamil-4-minggu-
Apa penyebab air ketuban bisa berkurang dan adakah cara agar jumlahnya bisa kembali normal?,/komunitas/topic/apa-penyebab-air-ketuban-bisa-berkurang-dan-adakah-cara-agar,https://www.alodokter.com/komunitas/topic/apa-penyebab-air-ketuban-bisa-berkurang-dan-adakah-cara-agar
Apakah aman ibu hamil menghirup minyak angin?,/komunitas/topic/apakah-aman-ibu-hamil-menghirup-minyak-angin-,https://www.alodokter.com/komunitas/topic/apakah-aman-ibu-hamil-menghirup-minyak-angin-
Bolehkah bumil oles minyak angin di perut?,/komunitas/topic/bolehkah-bumil-oles-minyak-angin-di-perut-,https://www.alodokter.com/komunitas/topic/bolehkah-bumil-oles-minyak-angin-di-perut-
Apakah hamil tanpa mual tanda janin sehat?,/komunitas/topic/apakah-hamil-tanpa-mual-tanda-janin-sehat-,https://www.alodokter.com/komunitas/topic/apakah-hamil-tanpa-mual-tanda-janin-sehat-
Bagaimana cara menjaga janin tetap sehat di dalam kandungan pada ibu hamil dengan hipertensi?,/komunitas/topic/bagaimana-cara-menjaga-janin-tetap-sehat-di-dalam-kandungan-pada,https://www.alodokter.com/komunitas/topic/bagaimana-cara-menjaga-janin-tetap-sehat-di-dalam-kandungan-pada
"Mimisan berulang saat hamil, normal atau tidak?",/komunitas/topic/mimisan-berulang-saat-hamil--normal-atau-tidak-,https://www.alodokter.com/komunitas/topic/mimisan-berulang-saat-hamil--normal-atau-tidak-
Bagaimana mengatasi kram perut di awal kehamilan?,/komunitas/topic/bagaimana-mengatasi-kram-perut-di-awal-kehamilan-,https://www.alodokter.com/komunitas/topic/bagaimana-mengatasi-kram-perut-di-awal-kehamilan-
Apa penyebab sendawa berlebihan saat hamil trimester ketiga?,/komunitas/topic/apa-penyebab-sendawa-berlebihan-saat-hamil-trimester-ketiga-,https://www.alodokter.com/komunitas/topic/apa-penyebab-sendawa-berlebihan-saat-hamil-trimester-ketiga-
Apakah aman jika bumil tetap puasa bila BB turun?,/komunitas/topic/apakah-aman-jika-bumil-tetap-puasa-bila-bb-turun-,https://www.alodokter.com/komunitas/topic/apakah-aman-jika-bumil-tetap-puasa-bila-bb-turun-
Apakah aman melakukan scalling saat hamil?,/komunitas/topic/apakah-aman-melakukan-scalling-saat-hamil-,https://www.alodokter.com/komunitas/topic/apakah-aman-melakukan-scalling-saat-hamil-
Apakah aman ibu hamil 6 minggu naik motor jauh saat hamil?,/komunitas/topic/apakah-aman-ibu-hamil-6-minggu-naik-motor-jauh-saat,https://www.alodokter.com/komunitas/topic/apakah-aman-ibu-hamil-6-minggu-naik-motor-jauh-saat
Kenapa ibu hamil sering kram otot malam hari?,/komunitas/topic/kenapa-ibu-hamil-sering-kram-otot-malam-hari-,https://www.alodokter.com/komunitas/topic/kenapa-ibu-hamil-sering-kram-otot-malam-hari-
Perlukah ke dokter jika keluar bercak darah saat hamil 5 minggu?,/komunitas/topic/perlukah-ke-dokter-jika-keluar-bercak-darah-saat-hamil-5,https://www.alodokter.com/komunitas/topic/perlukah-ke-dokter-jika-keluar-bercak-darah-saat-hamil-5
"Mengapa miss V gatal saat hamil, apakah bahaya?",/komunitas/topic/mengapa-miss-v-gatal-saat-hamil--apakah-bahaya-,https://www.alodokter.com/komunitas/topic/mengapa-miss-v-gatal-saat-hamil--apakah-bahaya-
Bolehkah puasa saat hamil dengan diabetes gestasional?,/komunitas/topic/bolehkah-puasa-saat-hamil-dengan-diabetes-gestasional-,https://www.alodokter.com/komunitas/topic/bolehkah-puasa-saat-hamil-dengan-diabetes-gestasional-
Bisakah pengencer darah cegah preeklamsia bumil hipertensi?,/komunitas/topic/bisakah-pengencer-darah-cegah-preeklamsia-bumil-hipertensi-,https://www.alodokter.com/komunitas/topic/bisakah-pengencer-darah-cegah-preeklamsia-bumil-hipertensi-
Kenapa hamil 14 minggu makan sedikit langsung begah?,/komunitas/topic/kenapa-hamil-14-minggu-makan-sedikit-langsung-begah-,https://www.alodokter.com/komunitas/topic/kenapa-hamil-14-minggu-makan-sedikit-langsung-begah-
Bolehkah ibu hamil menjalani perawatan saluran akar?,/komunitas/topic/bolehkah-ibu-hamil-menjalani-perawatan-saluran-akar-,https://www.alodokter.com/komunitas/topic/bolehkah-ibu-hamil-menjalani-perawatan-saluran-akar-
Bagaimana cara mengatasi pusing karena hipotensi saat hamil?,/komunitas/topic/bagaimana-cara-mengatasi-pusing-karena-hipotensi-saat-hamil-,https://www.alodokter.com/komunitas/topic/bagaimana-cara-mengatasi-pusing-karena-hipotensi-saat-hamil-
"Gerakan janin normal dan tidak normal di usia 6 bulan, apakah berbahaya?",/komunitas/topic/gerakan-janin-normal-dan-tidak-normal-di-usia-6-bulan-,https://www.alodokter.com/komunitas/topic/gerakan-janin-normal-dan-tidak-normal-di-usia-6-bulan-
"Bagaimana tidur lebih nyenyak dan nyaman saat hamil, terutama perut mulai membesar?",/komunitas/topic/bagaimana-tidur-lebih-nyenyak-dan-nyaman-saat-hamil--terutama-perut,https://www.alodokter.com/komunitas/topic/bagaimana-tidur-lebih-nyenyak-dan-nyaman-saat-hamil--terutama-perut
Aktivitas apa yang aman dan yang harus dihindari saat hamil 6 bulan?,/komunitas/topic/aktivitas-apa-yang-aman-dan-yang-harus-dihindari-saat-hamil,https://www.alodokter.com/komunitas/topic/aktivitas-apa-yang-aman-dan-yang-harus-dihindari-saat-hamil
Apa penyebab gusi berdarah di kehamilan 5 bulan?,/komunitas/topic/apa-penyebab-gusi-berdarah-di-kehamilan-5-bulan-,https://www.alodokter.com/komunitas/topic/apa-penyebab-gusi-berdarah-di-kehamilan-5-bulan-
Kenapa ibu hamil usia 6 bulan sering sesak napas saat duduk?,/komunitas/topic/kenapa-ibu-hamil-usia-6-bulan-sering-sesak-napas-saat,https://www.alodokter.com/komunitas/topic/kenapa-ibu-hamil-usia-6-bulan-sering-sesak-napas-saat
Bagaimana mengatasi maag tanpa obat saat hamil?,/komunitas/topic/bagaimana-mengatasi-maag-tanpa-obat-saat-hamil-,https://www.alodokter.com/komunitas/topic/bagaimana-mengatasi-maag-tanpa-obat-saat-hamil-
Apakah wajar mual makan telur di awal kehamilan?,/komunitas/topic/apakah-wajar-mual-makan-telur-di-awal-kehamilan-,https://www.alodokter.com/komunitas/topic/apakah-wajar-mual-makan-telur-di-awal-kehamilan-
Apa obat nyeri otot yang aman untuk ibu hamil?,/komunitas/topic/apa-obat-nyeri-otot-yang-aman-untuk-ibu-hamil-,https://www.alodokter.com/komunitas/topic/apa-obat-nyeri-otot-yang-aman-untuk-ibu-hamil-
Apa aman minum kopi saat hamil muda?,/komunitas/topic/apa-aman-minum-kopi-saat-hamil-muda-,https://www.alodokter.com/komunitas/topic/apa-aman-minum-kopi-saat-hamil-muda-
Apakah keputihan menggumpal saat hamil itu normal?,/komunitas/topic/apakah-keputihan-menggumpal-saat-hamil-itu-normal-,https://www.alodokter.com/komunitas/topic/apakah-keputihan-menggumpal-saat-hamil-itu-normal-
Apa penyebab nyeri perut kiri bawah saat hamil 5 bulan?,/komunitas/topic/apa-penyebab-nyeri-perut-kiri-bawah-saat-hamil-5-bulan-,https://www.alodokter.com/komunitas/topic/apa-penyebab-nyeri-perut-kiri-bawah-saat-hamil-5-bulan-
"Hamil 8 minggu, sering kram perut bagian bawah. normalkah dan kapan harus ke dokter?",/komunitas/topic/hamil-8-minggu--sering-kram-perut-bagian-bawah--normalkah-dan,https://www.alodokter.com/komunitas/topic/hamil-8-minggu--sering-kram-perut-bagian-bawah--normalkah-dan
"Vaksin apa saja yang dianjurkan sebelum hamil, dan kapan waktu terbaik pemberiannya?",/komunitas/topic/vaksin-apa-saja-yang-dianjurkan-sebelum-hamil--dan-kapan-waktu,https://www.alodokter.com/komunitas/topic/vaksin-apa-saja-yang-dianjurkan-sebelum-hamil--dan-kapan-waktu
Sakit kepala saat hamil 6 bulan apa penyebab dan cara mengatasinya?,/komunitas/topic/sakit-kepala-saat-hamil-6-bulan-apa-penyebab-dan-cara,https://www.alodokter.com/komunitas/topic/sakit-kepala-saat-hamil-6-bulan-apa-penyebab-dan-cara
Apa saja pilihan makanan pengganti telur bagi ibu hamil yang alergi ?,/komunitas/topic/apa-saja-pilihan-makanan-pengganti-telur-bagi-ibu-hamil-yang,https://www.alodokter.com/komunitas/topic/apa-saja-pilihan-makanan-pengganti-telur-bagi-ibu-hamil-yang
Bagaimana cara mengatasi overthinking saat hamil?,/komunitas/topic/bagaimana-cara-mengatasi-overthinking-saat-hamil-,https://www.alodokter.com/komunitas/topic/bagaimana-cara-mengatasi-overthinking-saat-hamil-
Bagaimana mengurangi pikiran negatif selama kehamilan?,/komunitas/topic/bagaimana-mengurangi-pikiran-negatif-selama-kehamilan-,https://www.alodokter.com/komunitas/topic/bagaimana-mengurangi-pikiran-negatif-selama-kehamilan-
Bagaimana memenuhi protein saat hamil jika mual makan telur?,/komunitas/topic/bagaimana-memenuhi-protein-saat-hamil-jika-mual-makan-telur-,https://www.alodokter.com/komunitas/topic/bagaimana-memenuhi-protein-saat-hamil-jika-mual-makan-telur-
Apakah napas pendek saat hamil muda itu wajar?,/komunitas/topic/apakah-napas-pendek-saat-hamil-muda-itu-wajar-,https://www.alodokter.com/komunitas/topic/apakah-napas-pendek-saat-hamil-muda-itu-wajar-
Bagaimana cara mengatasi ambeien saat hamil?,/komunitas/topic/bagaimana-cara-mengatasi-ambeien-saat-hamil-,https://www.alodokter.com/komunitas/topic/bagaimana-cara-mengatasi-ambeien-saat-hamil-
Bolehkah ibu hamil makan makanan cepat saji?,/komunitas/topic/bolehkah-ibu-hamil-makan-makanan-cepat-saji-,https://www.alodokter.com/komunitas/topic/bolehkah-ibu-hamil-makan-makanan-cepat-saji-
Bagaimana mengurangi nyeri payudara saat hamil muda?,/komunitas/topic/bagaimana-mengurangi-nyeri-payudara-saat-hamil-muda-,https://www.alodokter.com/komunitas/topic/bagaimana-mengurangi-nyeri-payudara-saat-hamil-muda-
Bagaimana memastikan tubuh siap hamil kedua?,/komunitas/topic/bagaimana-memastikan-tubuh-siap-hamil-kedua-,https://www.alodokter.com/komunitas/topic/bagaimana-memastikan-tubuh-siap-hamil-kedua-
Berapa batas aman konsumsi teh untuk ibu hamil?,/komunitas/topic/berapa-batas-aman-konsumsi-teh-untuk-ibu-hamil-,https://www.alodokter.com/komunitas/topic/berapa-batas-aman-konsumsi-teh-untuk-ibu-hamil-
Apakah heartburn saat hamil itu normal?,/komunitas/topic/apakah-heartburn-saat-hamil-itu-normal-,https://www.alodokter.com/komunitas/topic/apakah-heartburn-saat-hamil-itu-normal-
Apakah normal ibu hamil tidak mual muntah di awal trimester?,/komunitas/topic/apakah-normal-ibu-hamil-tidak-mual-muntah-di-awal-trimester-,https://www.alodokter.com/komunitas/topic/apakah-normal-ibu-hamil-tidak-mual-muntah-di-awal-trimester-
Apakah enzim jantung tinggi bisa mempengaruhi kesuburan atau kehamilan pada wanita 32 tahun?,/komunitas/topic/apakah-enzim-jantung-tinggi-bisa-mempengaruhi-kesuburan-atau-kehamilan-pada,https://www.alodokter.com/komunitas/topic/apakah-enzim-jantung-tinggi-bisa-mempengaruhi-kesuburan-atau-kehamilan-pada
Amankah olahraga ringan setiap hari saat trimester pertama dan apa saja tipsnya?,/komunitas/topic/amankah-olahraga-ringan-setiap-hari-saat-trimester-pertama-dan-apa,https://www.alodokter.com/komunitas/topic/amankah-olahraga-ringan-setiap-hari-saat-trimester-pertama-dan-apa
Cara mengetahui nyeri perut yang normal pada awal kehamilan dan kapan harus periksa ke dokter,/komunitas/topic/cara-mengetahui-nyeri-perut-yang-normal-pada-awal-kehamilan-dan,https://www.alodokter.com/komunitas/topic/cara-mengetahui-nyeri-perut-yang-normal-pada-awal-kehamilan-dan
Telat haid 2 minggu tapi hasil testpack negatif. Apakah ada kemungkinan hamil atau penyebab lain?,/komunitas/topic/telat-haid-2-minggu-tapi-hasil-testpack-negatif--apakah-ada,https://www.alodokter.com/komunitas/topic/telat-haid-2-minggu-tapi-hasil-testpack-negatif--apakah-ada
"Telat haid 15 hari, testpack negatif, tapi saat USG ada penebalan rahim. Apakah tanda bahaya?",/komunitas/topic/telat-haid-15-hari--testpack-negatif--tapi-saat-usg-ada,https://www.alodokter.com/komunitas/topic/telat-haid-15-hari--testpack-negatif--tapi-saat-usg-ada
Apakah mimpi buruk sering terjadi pada bumil?,/komunitas/topic/apakah-mimpi-buruk-sering-terjadi-pada-bumil-,https://www.alodokter.com/komunitas/topic/apakah-mimpi-buruk-sering-terjadi-pada-bumil-
Bagaimana cara aman atasi sariawan saat hamil?,/komunitas/topic/bagaimana-cara-aman-atasi-sariawan-saat-hamil--,https://www.alodokter.com/komunitas/topic/bagaimana-cara-aman-atasi-sariawan-saat-hamil--
Apakah ada salep nyeri yang aman untuk ibu hamil?,/komunitas/topic/apakah-ada-salep-nyeri-yang-aman-untuk-ibu-hamil-,https://www.alodokter.com/komunitas/topic/apakah-ada-salep-nyeri-yang-aman-untuk-ibu-hamil-
